[001]Pressure   [002]radm   [003]AVmax   [004]I(C+, 158 um)   [005]I(O, 145 um)
1.9000e+08   6.7000e+03   4.0000e+01   1.8981e-04   5.8472e-04
1.9000e+08   6.7000e+04   4.0000e+01   4.1543e-04   1.3104e-03
3.5000e+07   1.0000e+02   4.0000e+01   1.3298e-05   1.0605e-05
3.5000e+07   1.0000e+03   4.0000e+01   1.5668e-04   1.9745e-04
3.5000e+07   1.0000e+04   4.0000e+01   4.1004e-04   6.6075e-04
3.5000e+07   1.0000e+05   4.0000e+01   6.8880e-04   1.2165e-03
3.5000e+07   1.9000e+02   4.0000e+01   3.3312e-05   2.9153e-05
3.5000e+07   1.9000e+03   4.0000e+01   2.2186e-04   3.0835e-04
3.5000e+07   1.9000e+04   4.0000e+01   4.8734e-04   8.1355e-04
3.5000e+07   3.5000e+02   4.0000e+01   6.7651e-05   6.7741e-05
3.5000e+07   3.5000e+03   4.0000e+01   2.8855e-04   4.2915e-04
3.5000e+07   3.5000e+04   4.0000e+01   5.6163e-04   9.6209e-04
3.5000e+07   6.7000e+02   4.0000e+01   1.1938e-04   1.3904e-04
3.5000e+07   6.7000e+03   4.0000e+01   3.6288e-04   5.6946e-04
3.5000e+07   6.7000e+04   4.0000e+01   6.4056e-04   1.1203e-03
3.5000e+08   1.0000e+02   4.0000e+01   6.4996e-07   1.8646e-06
3.5000e+08   1.0000e+03   4.0000e+01   3.2266e-05   1.3045e-04
3.5000e+08   1.0000e+04   4.0000e+01   1.6248e-04   6.4224e-04
3.5000e+08   1.0000e+05   4.0000e+01   3.8672e-04   1.4123e-03
3.5000e+08   1.9000e+02   4.0000e+01   2.4376e-06   8.4376e-06
3.5000e+08   1.9000e+03   4.0000e+01   5.6400e-05   2.3686e-04
3.5000e+08   1.9000e+04   4.0000e+01   2.1913e-04   8.4111e-04
3.5000e+08   3.5000e+02   4.0000e+01   7.4544e-06   2.8138e-05
3.5000e+08   3.5000e+03   4.0000e+01   8.7278e-05   3.6511e-04
3.5000e+08   3.5000e+04   4.0000e+01   2.7791e-04   1.0437e-03
3.5000e+08   6.7000e+02   4.0000e+01   2.0331e-05   7.9753e-05
3.5000e+08   6.7000e+03   4.0000e+01   1.3080e-04   5.2878e-04
3.5000e+08   6.7000e+04   4.0000e+01   3.4420e-04   1.2692e-03
6.7000e+07   1.0000e+02   4.0000e+01   6.3037e-06   7.5919e-06
6.7000e+07   1.0000e+03   4.0000e+01   1.1602e-04   1.9141e-04
6.7000e+07   1.0000e+04   4.0000e+01   3.5037e-04   7.1571e-04
6.7000e+07   1.0000e+05   4.0000e+01   6.1030e-04   1.3726e-03
6.7000e+07   1.9000e+02   4.0000e+01   1.7772e-05   2.2725e-05
6.7000e+07   1.9000e+03   4.0000e+01   1.7468e-04   3.1341e-04
6.7000e+07   1.9000e+04   4.0000e+01   4.2315e-04   8.9423e-04
6.7000e+07   3.5000e+02   4.0000e+01   4.1448e-05   5.7568e-05
6.7000e+07   3.5000e+03   4.0000e+01   2.3615e-04   4.4932e-04
6.7000e+07   3.5000e+04   4.0000e+01   4.9265e-04   1.0692e-03
6.7000e+07   6.7000e+02   4.0000e+01   8.3433e-05   1.2913e-04
6.7000e+07   6.7000e+03   4.0000e+01   3.0585e-04   6.0994e-04
6.7000e+07   6.7000e+04   4.0000e+01   5.6580e-04   1.2571e-03
6.7000e+08   1.0000e+02   4.0000e+01   1.9419e-07   6.2589e-07
6.7000e+08   1.0000e+03   4.0000e+01   1.6057e-05   9.3902e-05
6.7000e+08   1.0000e+04   4.0000e+01   1.1056e-04   5.5512e-04
6.7000e+08   1.0000e+05   4.0000e+01   3.2248e-04   1.3253e-03
6.7000e+08   1.9000e+02   4.0000e+01   8.8510e-07   4.0035e-06
6.7000e+08   1.9000e+03   4.0000e+01   3.0646e-05   1.8387e-04
6.7000e+08   1.9000e+04   4.0000e+01   1.6131e-04   7.4878e-04
6.7000e+08   3.5000e+02   4.0000e+01   3.0375e-06   1.6337e-05
6.7000e+08   3.5000e+03   4.0000e+01   5.1095e-05   2.9699e-04
6.7000e+08   3.5000e+04   4.0000e+01   2.1668e-04   9.5065e-04
6.7000e+08   6.7000e+02   4.0000e+01   9.3332e-06   5.3396e-05
6.7000e+08   6.7000e+03   4.0000e+01   8.4018e-05   4.4758e-04
6.7000e+08   6.7000e+04   4.0000e+01   2.8083e-04   1.1789e-03
1.0000e+05   1.0000e+00   5.0000e+00   4.6616e-06   6.2214e-09
1.0000e+05   1.0000e+01   5.0000e+00   3.1751e-05   3.2436e-07
1.0000e+05   1.0000e+02   5.0000e+00   8.2012e-05   3.2143e-06
1.0000e+05   1.0000e+03   5.0000e+00   1.3431e-04   7.5190e-06
1.0000e+05   1.0000e+04   5.0000e+00   1.9840e-04   1.0464e-05
1.0000e+05   1.0000e+05   5.0000e+00   2.7786e-04   1.9661e-05
1.0000e+05   3.5000e+00   5.0000e+00   1.3879e-05   3.9378e-08
1.0000e+05   3.5000e+01   5.0000e+00   5.8677e-05   1.5556e-06
1.0000e+05   3.5000e+02   5.0000e+00   1.0968e-04   5.5259e-06
1.0000e+05   3.5000e+03   5.0000e+00   1.6746e-04   9.5061e-06
1.0000e+05   3.5000e+04   5.0000e+00   2.3992e-04   1.1817e-05
1.0000e+06   1.0000e+00   5.0000e+00   1.1943e-06   3.1855e-08
1.0000e+06   1.0000e+01   5.0000e+00   2.0387e-05   8.2693e-07
1.0000e+06   1.0000e+02   5.0000e+00   1.3184e-04   1.3567e-05
1.0000e+06   1.0000e+03   5.0000e+00   2.9002e-04   5.0431e-05
1.0000e+06   1.0000e+04   5.0000e+00   4.6241e-04   9.6148e-05
1.0000e+06   1.0000e+05   5.0000e+00   6.4752e-04   1.3332e-04
1.0000e+06   3.5000e+00   5.0000e+00   5.3200e-06   1.7945e-07
1.0000e+06   3.5000e+01   5.0000e+00   6.9571e-05   4.4906e-06
1.0000e+06   3.5000e+02   5.0000e+00   2.1534e-04   3.1523e-05
1.0000e+06   3.5000e+03   5.0000e+00   3.8210e-04   7.5285e-05
1.0000e+06   3.5000e+04   5.0000e+00   5.6188e-04   1.1835e-04
1.0000e+07   1.0000e+00   5.0000e+00   1.8890e-08   1.4677e-09
1.0000e+07   1.0000e+01   5.0000e+00   1.4013e-06   3.9982e-07
1.0000e+07   1.0000e+02   5.0000e+00   4.5158e-05   1.7134e-05
1.0000e+07   1.0000e+03   5.0000e+00   2.3316e-04   1.6447e-04
1.0000e+07   1.0000e+04   5.0000e+00   4.8329e-04   4.3281e-04
1.0000e+07   1.0000e+05   5.0000e+00   7.4946e-04   7.1969e-04
1.0000e+07   1.9000e+02   5.0000e+00   8.4867e-05   3.9141e-05
1.0000e+07   1.9000e+03   5.0000e+00   2.9971e-04   2.3199e-04
1.0000e+07   1.9000e+04   5.0000e+00   5.5688e-04   5.1546e-04
1.0000e+07   3.5000e+00   5.0000e+00   1.9892e-07   4.0081e-08
1.0000e+07   3.5000e+01   5.0000e+00   1.1157e-05   3.6182e-06
1.0000e+07   3.5000e+02   5.0000e+00   1.3381e-04   7.4644e-05
1.0000e+07   3.5000e+03   5.0000e+00   3.6572e-04   3.0248e-04
1.0000e+07   3.5000e+04   5.0000e+00   6.2746e-04   5.9362e-04
1.0000e+07   6.7000e+02   5.0000e+00   1.9359e-04   1.2668e-04
1.0000e+07   6.7000e+03   5.0000e+00   4.3792e-04   3.8207e-04
1.0000e+07   6.7000e+04   5.0000e+00   7.0295e-04   6.7345e-04
1.0000e+08   1.0000e+00   5.0000e+00   6.0823e-11   1.6042e-10
1.0000e+08   1.0000e+01   5.0000e+00   2.2978e-08   1.3973e-08
1.0000e+08   1.0000e+02   5.0000e+00   3.6757e-06   5.3901e-06
1.0000e+08   1.0000e+03   5.0000e+00   8.8828e-05   1.6981e-04
1.0000e+08   1.0000e+04   5.0000e+00   3.0203e-04   6.9663e-04
1.0000e+08   1.0000e+05   5.0000e+00   5.5128e-04   1.3723e-03
1.0000e+08   1.9000e+02   5.0000e+00   1.0992e-05   1.7165e-05
1.0000e+08   1.9000e+03   5.0000e+00   1.4032e-04   2.8906e-04
1.0000e+08   1.9000e+04   5.0000e+00   3.7064e-04   8.7956e-04
1.0000e+08   3.5000e+00   5.0000e+00   7.7673e-10   9.3086e-10
1.0000e+08   3.5000e+01   5.0000e+00   4.8583e-07   5.8894e-07
1.0000e+08   3.5000e+02   5.0000e+00   2.7698e-05   4.6132e-05
1.0000e+08   3.5000e+03   5.0000e+00   1.9583e-04   4.2469e-04
1.0000e+08   3.5000e+04   5.0000e+00   4.3692e-04   1.0599e-03
1.0000e+08   6.7000e+02   5.0000e+00   6.1110e-05   1.1067e-04
1.0000e+08   6.7000e+03   5.0000e+00   2.6032e-04   5.8798e-04
1.0000e+08   6.7000e+04   5.0000e+00   5.0765e-04   1.2537e-03
1.0000e+09   1.0000e+00   5.0000e+00   2.3968e-12   4.6766e-11
1.0000e+09   1.0000e+01   5.0000e+00   1.5790e-10   7.9991e-10
1.0000e+09   1.0000e+02   5.0000e+00   8.2079e-08   2.5603e-07
1.0000e+09   1.0000e+03   5.0000e+00   9.5755e-06   6.7759e-05
1.0000e+09   1.0000e+04   5.0000e+00   8.3945e-05   4.8081e-04
1.0000e+09   1.0000e+05   5.0000e+00   2.8463e-04   1.2233e-03
1.0000e+09   1.9000e+02   5.0000e+00   4.1612e-07   1.9969e-06
1.0000e+09   1.9000e+03   5.0000e+00   2.0052e-05   1.4421e-04
1.0000e+09   1.9000e+04   5.0000e+00   1.2987e-04   6.6399e-04
1.0000e+09   3.5000e+00   5.0000e+00   1.5004e-11   1.8232e-10
1.0000e+09   3.5000e+01   5.0000e+00   4.3678e-09   7.2302e-09
1.0000e+09   3.5000e+02   5.0000e+00   1.5638e-06   9.7331e-06
1.0000e+09   3.5000e+03   5.0000e+00   3.5229e-05   2.4394e-04
1.0000e+09   3.5000e+04   5.0000e+00   1.8196e-04   8.5854e-04
1.0000e+09   6.7000e+02   5.0000e+00   5.1685e-06   3.5862e-05
1.0000e+09   6.7000e+03   5.0000e+00   6.1306e-05   3.8052e-04
1.0000e+09   6.7000e+04   5.0000e+00   2.4393e-04   1.0803e-03
1.9000e+07   1.0000e+02   5.0000e+00   2.4664e-05   1.3110e-05
1.9000e+07   1.0000e+03   5.0000e+00   1.9227e-04   1.8321e-04
1.9000e+07   1.0000e+04   5.0000e+00   4.4681e-04   5.4927e-04
1.9000e+07   1.0000e+05   5.0000e+00   7.2350e-04   9.6105e-04
1.9000e+07   1.9000e+02   5.0000e+00   5.4124e-05   3.3388e-05
1.9000e+07   1.9000e+03   5.0000e+00   2.5892e-04   2.7304e-04
1.9000e+07   1.9000e+04   5.0000e+00   5.2310e-04   6.6561e-04
1.9000e+07   3.5000e+02   5.0000e+00   9.6575e-05   7.1272e-05
1.9000e+07   3.5000e+03   5.0000e+00   3.2599e-04   3.6883e-04
1.9000e+07   3.5000e+04   5.0000e+00   5.9659e-04   7.7695e-04
1.9000e+07   6.7000e+02   5.0000e+00   1.5332e-04   1.3442e-04
1.9000e+07   6.7000e+03   5.0000e+00   4.0007e-04   4.7855e-04
1.9000e+07   6.7000e+04   5.0000e+00   6.7500e-04   8.9244e-04
1.9000e+08   1.0000e+02   5.0000e+00   1.5739e-06   3.3268e-06
1.9000e+08   1.0000e+03   5.0000e+00   5.5166e-05   1.4904e-04
1.9000e+08   1.0000e+04   5.0000e+00   2.2520e-04   6.7482e-04
1.9000e+08   1.0000e+05   5.0000e+00   4.5886e-04   1.3991e-03
1.9000e+08   1.9000e+02   5.0000e+00   5.1895e-06   1.2150e-05
1.9000e+08   1.9000e+03   5.0000e+00   9.2381e-05   2.6330e-04
1.9000e+08   1.9000e+04   5.0000e+00   2.8684e-04   8.6669e-04
1.9000e+08   3.5000e+02   5.0000e+00   1.4472e-05   3.5912e-05
1.9000e+08   3.5000e+03   5.0000e+00   1.3534e-04   3.9699e-04
1.9000e+08   3.5000e+04   5.0000e+00   3.4840e-04   1.0588e-03
1.9000e+08   6.7000e+02   5.0000e+00   3.5984e-05   9.3721e-05
1.9000e+08   6.7000e+03   5.0000e+00   1.8893e-04   5.6256e-04
1.9000e+08   6.7000e+04   5.0000e+00   4.1614e-04   1.2687e-03
3.5000e+05   1.0000e+00   5.0000e+00   2.9807e-06   1.9432e-08
3.5000e+05   1.0000e+01   5.0000e+00   3.1644e-05   4.6907e-07
3.5000e+05   1.0000e+02   5.0000e+00   1.2498e-04   7.3439e-06
3.5000e+05   1.0000e+03   5.0000e+00   2.3355e-04   2.2209e-05
3.5000e+05   1.0000e+04   5.0000e+00   3.5314e-04   3.7996e-05
3.5000e+05   1.0000e+05   5.0000e+00   4.8900e-04   5.1663e-05
3.5000e+05   3.5000e+00   5.0000e+00   1.0530e-05   9.2659e-08
3.5000e+05   3.5000e+01   5.0000e+00   7.8501e-05   2.7963e-06
3.5000e+05   3.5000e+02   5.0000e+00   1.8294e-04   1.4877e-05
3.5000e+05   3.5000e+03   5.0000e+00   2.9675e-04   3.1183e-05
3.5000e+05   3.5000e+04   5.0000e+00   4.2533e-04   4.4753e-05
3.5000e+06   1.0000e+00   5.0000e+00   1.7423e-07   1.2359e-08
3.5000e+06   1.0000e+01   5.0000e+00   6.0445e-06   8.1437e-07
3.5000e+06   1.0000e+02   5.0000e+00   9.1633e-05   1.9857e-05
3.5000e+06   1.0000e+03   5.0000e+00   2.8595e-04   1.1033e-04
3.5000e+06   1.0000e+04   5.0000e+00   5.1169e-04   2.4400e-04
3.5000e+06   1.0000e+05   5.0000e+00   7.4851e-04   3.7323e-04
3.5000e+06   3.5000e+00   5.0000e+00   1.1166e-06   1.2840e-07
3.5000e+06   3.5000e+01   5.0000e+00   3.3822e-05   5.3826e-06
3.5000e+06   3.5000e+02   5.0000e+00   1.9087e-04   6.0740e-05
3.5000e+06   3.5000e+03   5.0000e+00   4.0678e-04   1.8062e-04
3.5000e+06   3.5000e+04   5.0000e+00   6.3997e-04   3.1837e-04
3.5000e+07   1.0000e+00   5.0000e+00   5.8263e-10   2.7824e-10
3.5000e+07   1.0000e+01   5.0000e+00   1.9580e-07   9.9611e-08
3.5000e+07   1.0000e+02   5.0000e+00   1.2774e-05   9.6962e-06
3.5000e+07   1.0000e+03   5.0000e+00   1.5276e-04   1.8678e-04
3.5000e+07   1.0000e+04   5.0000e+00   4.0336e-04   6.3601e-04
3.5000e+07   1.0000e+05   5.0000e+00   6.8076e-04   1.1658e-03
3.5000e+07   1.9000e+02   5.0000e+00   3.2062e-05   2.6770e-05
3.5000e+07   1.9000e+03   5.0000e+00   2.1707e-04   2.9403e-04
3.5000e+07   1.9000e+04   5.0000e+00   4.7987e-04   7.8309e-04
3.5000e+07   3.5000e+00   5.0000e+00   1.4928e-08   4.1218e-09
3.5000e+07   3.5000e+01   5.0000e+00   2.1865e-06   1.5535e-06
3.5000e+07   3.5000e+02   5.0000e+00   6.5394e-05   6.2786e-05
3.5000e+07   3.5000e+03   5.0000e+00   2.8294e-04   4.1101e-04
3.5000e+07   3.5000e+04   5.0000e+00   5.5366e-04   9.2551e-04
3.5000e+07   6.7000e+02   5.0000e+00   1.1604e-04   1.3058e-04
3.5000e+07   6.7000e+03   5.0000e+00   3.5656e-04   5.4728e-04
3.5000e+07   6.7000e+04   5.0000e+00   6.3244e-04   1.0758e-03
3.5000e+08   1.0000e+00   5.0000e+00   9.1523e-12   8.1438e-11
3.5000e+08   1.0000e+01   5.0000e+00   8.8239e-10   1.7201e-09
3.5000e+08   1.0000e+02   5.0000e+00   6.2415e-07   1.7153e-06
3.5000e+08   1.0000e+03   5.0000e+00   3.1324e-05   1.2216e-04
3.5000e+08   1.0000e+04   5.0000e+00   1.6179e-04   6.2228e-04
3.5000e+08   1.0000e+05   5.0000e+00   3.8600e-04   1.3716e-03
3.5000e+08   1.9000e+02   5.0000e+00   2.3215e-06   7.6903e-06
3.5000e+08   1.9000e+03   5.0000e+00   5.5613e-05   2.2539e-04
3.5000e+08   1.9000e+04   5.0000e+00   2.1831e-04   8.1629e-04
3.5000e+08   3.5000e+00   5.0000e+00   5.8633e-11   4.2919e-10
3.5000e+08   3.5000e+01   5.0000e+00   4.4074e-08   6.3277e-08
3.5000e+08   3.5000e+02   5.0000e+00   7.0627e-06   2.5661e-05
3.5000e+08   3.5000e+03   5.0000e+00   8.6675e-05   3.5041e-04
3.5000e+08   3.5000e+04   5.0000e+00   2.7717e-04   1.0143e-03
3.5000e+08   6.7000e+02   5.0000e+00   1.9472e-05   7.3759e-05
3.5000e+08   6.7000e+03   5.0000e+00   1.3010e-04   5.1087e-04
3.5000e+08   6.7000e+04   5.0000e+00   3.4343e-04   1.2337e-03
6.7000e+07   1.0000e+02   5.0000e+00   6.0046e-06   6.8547e-06
6.7000e+07   1.0000e+03   5.0000e+00   1.1238e-04   1.7890e-04
6.7000e+07   1.0000e+04   5.0000e+00   3.4571e-04   6.8792e-04
6.7000e+07   1.0000e+05   5.0000e+00   6.0924e-04   1.3195e-03
6.7000e+07   1.9000e+02   5.0000e+00   1.6917e-05   2.0540e-05
6.7000e+07   1.9000e+03   5.0000e+00   1.7048e-04   2.9660e-04
6.7000e+07   1.9000e+04   5.0000e+00   4.1871e-04   8.6059e-04
6.7000e+07   3.5000e+02   5.0000e+00   3.9548e-05   5.2416e-05
6.7000e+07   3.5000e+03   5.0000e+00   2.3157e-04   4.2835e-04
6.7000e+07   3.5000e+04   5.0000e+00   4.8900e-04   1.0296e-03
6.7000e+07   6.7000e+02   5.0000e+00   8.0316e-05   1.1944e-04
6.7000e+07   6.7000e+03   5.0000e+00   3.0115e-04   5.8481e-04
6.7000e+07   6.7000e+04   5.0000e+00   5.6356e-04   1.2099e-03
6.7000e+08   1.0000e+02   5.0000e+00   1.8969e-07   5.9288e-07
6.7000e+08   1.0000e+03   5.0000e+00   1.5610e-05   8.8771e-05
6.7000e+08   1.0000e+04   5.0000e+00   1.0972e-04   5.4059e-04
6.7000e+08   1.0000e+05   5.0000e+00   3.2102e-04   1.2935e-03
6.7000e+08   1.9000e+02   5.0000e+00   8.5449e-07   3.7272e-06
6.7000e+08   1.9000e+03   5.0000e+00   3.0210e-05   1.7629e-04
6.7000e+08   1.9000e+04   5.0000e+00   1.6037e-04   7.3076e-04
6.7000e+08   3.5000e+02   5.0000e+00   2.9114e-06   1.5162e-05
6.7000e+08   3.5000e+03   5.0000e+00   5.0593e-05   2.8676e-04
6.7000e+08   3.5000e+04   5.0000e+00   2.1557e-04   9.2867e-04
6.7000e+08   6.7000e+02   5.0000e+00   8.9569e-06   4.9895e-05
6.7000e+08   6.7000e+03   5.0000e+00   8.3367e-05   4.3473e-04
6.7000e+08   6.7000e+04   5.0000e+00   2.7957e-04   1.1511e-03
1.0000e+05   1.0000e+00   7.0000e+00   4.6764e-06   6.3147e-09
1.0000e+05   1.0000e+01   7.0000e+00   3.1792e-05   3.2575e-07
1.0000e+05   1.0000e+02   7.0000e+00   8.1978e-05   3.2170e-06
1.0000e+05   1.0000e+03   7.0000e+00   1.3419e-04   7.5222e-06
1.0000e+05   1.0000e+04   7.0000e+00   1.9758e-04   1.0486e-05
1.0000e+05   1.0000e+05   7.0000e+00   2.7417e-04   1.9754e-05
1.0000e+05   3.5000e+00   7.0000e+00   1.3917e-05   3.9825e-08
1.0000e+05   3.5000e+01   7.0000e+00   5.8698e-05   1.5578e-06
1.0000e+05   3.5000e+02   7.0000e+00   1.0963e-04   5.5292e-06
1.0000e+05   3.5000e+03   7.0000e+00   1.6716e-04   9.5150e-06
1.0000e+05   3.5000e+04   7.0000e+00   2.3797e-04   1.1864e-05
1.0000e+06   1.0000e+00   7.0000e+00   1.1960e-06   3.2192e-08
1.0000e+06   1.0000e+01   7.0000e+00   2.0408e-05   8.3112e-07
1.0000e+06   1.0000e+02   7.0000e+00   1.3190e-04   1.3594e-05
1.0000e+06   1.0000e+03   7.0000e+00   2.9011e-04   5.0520e-05
1.0000e+06   1.0000e+04   7.0000e+00   4.6239e-04   9.6401e-05
1.0000e+06   1.0000e+05   7.0000e+00   6.4649e-04   1.3402e-04
1.0000e+06   3.5000e+00   7.0000e+00   5.3270e-06   1.8080e-07
1.0000e+06   3.5000e+01   7.0000e+00   6.9618e-05   4.5048e-06
1.0000e+06   3.5000e+02   7.0000e+00   2.1543e-04   3.1577e-05
1.0000e+06   3.5000e+03   7.0000e+00   3.8242e-04   7.5458e-05
1.0000e+06   3.5000e+04   7.0000e+00   5.6144e-04   1.1881e-04
1.0000e+07   1.0000e+00   7.0000e+00   1.8981e-08   1.4966e-09
1.0000e+07   1.0000e+01   7.0000e+00   1.4109e-06   4.0710e-07
1.0000e+07   1.0000e+02   7.0000e+00   4.5423e-05   1.7394e-05
1.0000e+07   1.0000e+03   7.0000e+00   2.3410e-04   1.6597e-04
1.0000e+07   1.0000e+04   7.0000e+00   4.8519e-04   4.3673e-04
1.0000e+07   1.0000e+05   7.0000e+00   7.5246e-04   7.2775e-04
1.0000e+07   3.5000e+00   7.0000e+00   2.0009e-07   4.0837e-08
1.0000e+07   3.5000e+01   7.0000e+00   1.1243e-05   3.6806e-06
1.0000e+07   3.5000e+02   7.0000e+00   1.3441e-04   7.5484e-05
1.0000e+07   3.5000e+03   7.0000e+00   3.6713e-04   3.0507e-04
1.0000e+07   3.5000e+04   7.0000e+00   6.2997e-04   5.9959e-04
1.0000e+08   1.0000e+00   7.0000e+00   5.9615e-11   1.6361e-10
1.0000e+08   1.0000e+01   7.0000e+00   2.3112e-08   1.4217e-08
1.0000e+08   1.0000e+02   7.0000e+00   3.7437e-06   5.6016e-06
1.0000e+08   1.0000e+03   7.0000e+00   8.9918e-05   1.7426e-04
1.0000e+08   1.0000e+04   7.0000e+00   3.0303e-04   7.0685e-04
1.0000e+08   1.0000e+05   7.0000e+00   5.5073e-04   1.3899e-03
1.0000e+08   3.5000e+00   7.0000e+00   7.7290e-10   9.4497e-10
1.0000e+08   3.5000e+01   7.0000e+00   4.9293e-07   6.0887e-07
1.0000e+08   3.5000e+02   7.0000e+00   2.8237e-05   4.7845e-05
1.0000e+08   3.5000e+03   7.0000e+00   1.9702e-04   4.3217e-04
1.0000e+08   3.5000e+04   7.0000e+00   4.3731e-04   1.0737e-03
1.0000e+09   1.0000e+00   7.0000e+00   2.3325e-12   4.7154e-11
1.0000e+09   1.0000e+01   7.0000e+00   1.5644e-10   8.0473e-10
1.0000e+09   1.0000e+02   7.0000e+00   8.2729e-08   2.5981e-07
1.0000e+09   1.0000e+03   7.0000e+00   9.6863e-06   6.9182e-05
1.0000e+09   1.0000e+04   7.0000e+00   8.4315e-05   4.8539e-04
1.0000e+09   1.0000e+05   7.0000e+00   2.8513e-04   1.2323e-03
1.0000e+09   3.5000e+00   7.0000e+00   1.4706e-11   1.8456e-10
1.0000e+09   3.5000e+01   7.0000e+00   4.3714e-09   7.2729e-09
1.0000e+09   3.5000e+02   7.0000e+00   1.5853e-06   9.9837e-06
1.0000e+09   3.5000e+03   7.0000e+00   3.5355e-05   2.4677e-04
3.5000e+05   1.0000e+00   7.0000e+00   2.9867e-06   1.9677e-08
3.5000e+05   1.0000e+01   7.0000e+00   3.1665e-05   4.7160e-07
3.5000e+05   1.0000e+02   7.0000e+00   1.2498e-04   7.3521e-06
3.5000e+05   1.0000e+03   7.0000e+00   2.3349e-04   2.2229e-05
3.5000e+05   1.0000e+04   7.0000e+00   3.5265e-04   3.8055e-05
3.5000e+05   1.0000e+05   7.0000e+00   4.8672e-04   5.1865e-05
3.5000e+05   3.5000e+00   7.0000e+00   1.0545e-05   9.3555e-08
3.5000e+05   3.5000e+01   7.0000e+00   7.8535e-05   2.8036e-06
3.5000e+05   3.5000e+02   7.0000e+00   1.8289e-04   1.4889e-05
3.5000e+05   3.5000e+03   7.0000e+00   2.9655e-04   3.1216e-05
3.5000e+05   3.5000e+04   7.0000e+00   4.2411e-04   4.4879e-05
3.5000e+06   1.0000e+00   7.0000e+00   1.7477e-07   1.2540e-08
3.5000e+06   1.0000e+01   7.0000e+00   6.0630e-06   8.2166e-07
3.5000e+06   1.0000e+02   7.0000e+00   9.1818e-05   1.9972e-05
3.5000e+06   1.0000e+03   7.0000e+00   2.8643e-04   1.1079e-04
3.5000e+06   1.0000e+04   7.0000e+00   5.1264e-04   2.4534e-04
3.5000e+06   1.0000e+05   7.0000e+00   7.4977e-04   3.7665e-04
3.5000e+06   3.5000e+00   7.0000e+00   1.1199e-06   1.2978e-07
3.5000e+06   3.5000e+01   7.0000e+00   3.3905e-05   5.4213e-06
3.5000e+06   3.5000e+02   7.0000e+00   1.9121e-04   6.1009e-05
3.5000e+06   3.5000e+03   7.0000e+00   4.0750e-04   1.8143e-04
3.5000e+06   3.5000e+04   7.0000e+00   6.4113e-04   3.2058e-04
3.5000e+07   1.0000e+00   7.0000e+00   5.7788e-10   2.8261e-10
3.5000e+07   1.0000e+01   7.0000e+00   1.9788e-07   1.0237e-07
3.5000e+07   1.0000e+02   7.0000e+00   1.2954e-05   1.0009e-05
3.5000e+07   1.0000e+03   7.0000e+00   1.5408e-04   1.9035e-04
3.5000e+07   1.0000e+04   7.0000e+00   4.0576e-04   6.4474e-04
3.5000e+07   1.0000e+05   7.0000e+00   6.8370e-04   1.1818e-03
3.5000e+07   3.5000e+00   7.0000e+00   1.4997e-08   4.2018e-09
3.5000e+07   3.5000e+01   7.0000e+00   2.2170e-06   1.6030e-06
3.5000e+07   3.5000e+02   7.0000e+00   6.6161e-05   6.4465e-05
3.5000e+07   3.5000e+03   7.0000e+00   2.8482e-04   4.1706e-04
3.5000e+07   3.5000e+04   7.0000e+00   5.5652e-04   9.3780e-04
3.5000e+08   1.0000e+00   7.0000e+00   8.9232e-12   8.2892e-11
3.5000e+08   1.0000e+01   7.0000e+00   8.7667e-10   1.7368e-09
3.5000e+08   1.0000e+02   7.0000e+00   6.3365e-07   1.7704e-06
3.5000e+08   1.0000e+03   7.0000e+00   3.1702e-05   1.2535e-04
3.5000e+08   1.0000e+04   7.0000e+00   1.6205e-04   6.3010e-04
3.5000e+08   1.0000e+05   7.0000e+00   3.8628e-04   1.3861e-03
3.5000e+08   3.5000e+00   7.0000e+00   5.7537e-11   4.3443e-10
3.5000e+08   3.5000e+01   7.0000e+00   4.4355e-08   6.4315e-08
3.5000e+08   3.5000e+02   7.0000e+00   7.2100e-06   2.6591e-05
3.5000e+08   3.5000e+03   7.0000e+00   8.6918e-05   3.5596e-04
3.5000e+08   3.5000e+04   7.0000e+00   2.7747e-04   1.0250e-03
